url,Name,Rates,Reviews,Type,Phone,Neighborhood,Website,direction
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B1%D9%88%D8%A7%D8%AF+%D8%A7%D9%84%D8%A7%D8%B0%D9%83%D9%8A%D8%A7%D8%A1+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2efd9132d4b7d1:0x3a79716b86b80e39!8m2!3d24.775561!4d46.7219736!16s%2Fg%2F11bw20sq_q!19sChIJ0bfUMpH9Lj4ROQ64hmtxeTo?authuser=0&hl=ar&rclk=1,مركز الرواد الاذكياء لضيافة الاطفال,4.3,(163),حضانة أطفال,050 994 8694,الازدهار,,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B4%D8%AC%D8%B1%D8%A9+%D8%A7%D9%84%D8%B9%D9%84%D9%85+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2efd0062abf0cd:0x5ef9158dcd18188!8m2!3d24.7764117!4d46.7242315!16s%2Fg%2F11h_3yx_gv!19sChIJzfCrYgD9Lj4RiIHR3FiR7wU?authuser=0&hl=ar&rclk=1,مركز شجرة العلم لضيافة الاطفال,3.8,(48),حضانة أطفال,054 327 5455,الازدهار,,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D8%B4%D8%A8%D8%A7%D9%84+%D8%A7%D9%84%D8%BA%D8%AF+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2efd676cd2af7b:0x5cf844364f1d0271!8m2!3d24.7810837!4d46.7223185!16s%2Fg%2F11q97kqbkf!19sChIJe6_SbGf9Lj4RcQIdTzZE-Fw?authuser=0&hl=ar&rclk=1,مركز اشبال الغد لضيافة,3.6,(32),حضانة أطفال,050 908 4095,الازدهار,,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%86%D8%AC%D9%88%D9%85+%D8%B5%D8%BA%D9%8A%D8%B1%D8%A9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D8%AD%D9%8A+%D8%BA%D8%B1%D9%86%D8%A7%D8%B7%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2efd0e05bfd14d:0xe4dfc9ad9d244900!8m2!3d24.7860636!4d46.7397893!16s%2Fg%2F11pbdsxt4z!19sChIJTdG_BQ79Lj4RAEkkna3J3-Q?authuser=0&hl=ar&rclk=1,مركز نجوم صغيرة لضيافة الأطفال حي غرناطة,4.1,(81),حضانة أطفال,050 004 6990,الازدهار,,شمال الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%81%D8%AA%D8%A7%D9%81%D9%8A%D8%AA+%D8%A7%D9%84%D8%B3%D9%83%D8%B1+%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x3e2efdb013957f15:0x7adb4f9d31a40518!8m2!3d24.7753876!4d46.7218082!16s%2Fg%2F11s0py2x_2!19sChIJFX-VE7D9Lj4RGAWkMZ1P23o?authuser=0&hl=ar&rclk=1,حضانة فتافيت السكر المنزليه,4.0,(2),حضانة أطفال,,الازدهار,,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D8%A9+59%E2%80%AD/data=!4m7!3m6!1s0x3e2efd934a77707d:0xcbbf0a99d4583b00!8m2!3d24.7837323!4d46.7078319!16s%2Fg%2F11cs0f30rl!19sChIJfXB3SpP9Lj4RADtY1JkKv8s?authuser=0&hl=ar&rclk=1,مدرسة الروضة 59,3.6,(25),حضانة أطفال,011 263 0534,الازدهار,,شمال الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A8%D9%8A%D8%AA%D9%8A+%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3a63ef7f8db:0xe1071b5d52877467!8m2!3d24.7764051!4d46.6285312!16s%2Fg%2F11c2nndr97!19sChIJ2_j3PqbjLj4RZ3SHUl0bB-E?authuser=0&hl=ar&rclk=1,حضانة بيتي الثاني,4.1,(224),حضانة,9200 22756,العقيق,https://my2ndhome.com.sa/,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AC%D9%88%D8%AF+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3cfc3eeca1f:0x5ba5d129f24b656e!8m2!3d24.7803969!4d46.6344865!16s%2Fg%2F11fmz9t5q3!19sChIJH8ruw8_jLj4RbmVL8inRpVs?authuser=0&hl=ar&rclk=1,مركز جود لضيافة الاطفال,4.9,(74),حضانة أطفال,050 480 3224,العقيق,,شمال الرياض
https://www.google.com/maps/place/%D8%B1%D9%83%D9%86+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%88%D8%B1%D9%8A%D8%A7%D8%B6+%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3150ff4c90b:0x2f095f2efef0e924!8m2!3d24.7721072!4d46.6317287!16s%2Fg%2F11t2tz1kwl!19sChIJC8n0DxXjLj4RJOnw_i5fCS8?authuser=0&hl=ar&rclk=1,ركن الطفل حضانة ورياض أطفال,4.5,(43),حضانة أطفال,055 190 9956,العقيق,https://childcorner.net/,شمال الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%BA%D9%8A%D9%85%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3153525e88b:0x8a5964501907cb68!8m2!3d24.7909613!4d46.6308167!16s%2Fg%2F11rxmr2gzf!19sChIJi-glNRXjLj4RaMsHGVBkWYo?authuser=0&hl=ar&rclk=1,حضانة غيمة,3.9,(98),حضانة أطفال,059 423 1326,العقيق,,شمال الرياض
https://www.google.com/maps/place/%D8%A7%D9%84%D8%B1%D9%88%D8%B6%D8%A9+14+%D8%A8%D8%AD%D9%8A+%D8%A7%D9%84%D8%B9%D9%82%D9%8A%D9%82%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3f9ffd01897:0x853d4ab6b47e35b5!8m2!3d24.7826456!4d46.6229431!16s%2Fg%2F11rww91lm_!19sChIJlxjQ__njLj4RtTV-tLZKPYU?authuser=0&hl=ar&rclk=1,الروضة 14 بحي العقيق,4.3,(28),رياض أطفال,053 288 5460,العقيق,,شمال الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%A8%D8%B1%D8%A7%D8%B9%D9%85+%D8%A7%D9%84%D8%A7%D8%AC%D9%8A%D8%A7%D9%84+%D8%A7%D9%84%D8%A7%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3bad6878883:0xd12d167877c89c90!8m2!3d24.7751742!4d46.6213138!16s%2Fg%2F11c554vyh4!19sChIJg4iH1rrjLj4RkJzId3gWLdE?authuser=0&hl=ar&rclk=1,روضة براعم الاجيال الاهلية,4.1,(40),حضانة أطفال,055 658 6787,العقيق,,شمال الرياض
https://www.google.com/maps/place/Bambino+%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A8%D8%A7%D9%85%D8%A8%D9%8A%D9%86%D9%88%E2%80%AD/data=!4m7!3m6!1s0x3e2ee357f5dc380d:0x5b7ad38001b33ffe!8m2!3d24.7748688!4d46.6367825!16s%2Fg%2F11rxqhvm33!19sChIJDTjc9VfjLj4R_j-zAYDTels?authuser=0&hl=ar&rclk=1,Bambino حضانة بامبينو,4.5,(56),حضانة أطفال,055 926 2849,العقيق,,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D8%B1%D9%83%D8%A7%D9%86+%D8%A7%D9%84%D9%86%D9%85%D9%88+%D9%84%D9%84%D8%B1%D8%B9%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D9%86%D9%87%D8%A7%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3481767e0f7:0x1b65ba2940e4778b!8m2!3d24.7742527!4d46.6203801!16s%2Fg%2F11tx6hr14k!19sChIJ9-BnF0jjLj4Ri3fkQCm6ZRs?authuser=0&hl=ar&rclk=1,مركز اركان النمو للرعاية النهارية,4.7,(95),مركز لرعاية الأطفال,053 504 0211,العقيق,https://alnumo.com/,شمال الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%B9%D8%A7%D9%84%D9%85+%D8%A7%D9%84%D9%86%D9%87%D8%A7%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x3e2ee59cbf9bcd23:0x70b068d6bf7643f0!8m2!3d24.8086711!4d46.6137634!16s%2Fg%2F11j0d3ll6h!19sChIJI82bv5zlLj4R8EN2v9ZosHA?authuser=0&hl=ar&rclk=1,حضانة عالم النهار,4.4,(84),حضانة,9200 22756,العقيق,https://instagram.com/mysecondhome?igshid=ftwq9ovq8yr5,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%A7%D8%B1%D8%B3+%D8%A7%D9%84%D9%85%D9%88%D8%B3%D9%88%D8%B9%D8%A9+%D8%A7%D9%84%D8%B1%D8%A7%D8%A6%D8%AF%D8%A9+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee39ee7457a79:0x7c5f7296fdce6eed!8m2!3d24.7871016!4d46.6274558!16s%2Fg%2F11cs2wcl55!19sChIJeXpF557jLj4R7W7O_ZZyX3w?authuser=0&hl=ar&rclk=1,مدارس الموسوعة الرائدة الأهلية,4.1,(101),مدرسة عامة,055 597 2681,العقيق,https://instagram.com/almawsouah?igshid=YmMyMTA2M2Y=,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D8%BA%D8%AF%D9%8A+%D8%A7%D9%84%D9%85%D8%B4%D8%B1%D9%82+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee33d567c9b9f:0xad5039f2a0ff78ef!8m2!3d24.7892011!4d46.6314187!16s%2Fg%2F11tc_xz30x!19sChIJn5t8Vj3jLj4R73j_oPI5UK0?authuser=0&hl=ar&rclk=1,مدرسة غدي المشرق الأهلية,4.0,(51),مدرسة,056 918 2699,العقيق,,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D8%B1%D8%A7%D9%8A%D8%A9+%D8%A7%D9%84%D8%A7%D8%A8%D8%AF%D8%A7%D8%B9+%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9+%D8%A8%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85+%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%B3%D9%88%D8%B1%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3a5033f3015:0x8eaacf529245a8f9!8m2!3d24.7758369!4d46.6243736!16s%2Fg%2F11c1wwsr37!19sChIJFTA_A6XjLj4R-ahFklLPqo4?authuser=0&hl=ar&rclk=1,مدرسة راية الابداع العالمية بالنظام المنتسوري,4.0,(81),مدرسة,055 502 4680,العقيق,https://www.facebook.com/Red-Noses-Montessori-Schools-913378758718375/,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%B1%D8%B3%D8%A9+%D8%B4%D8%AE%D8%B5%D9%8A%D8%AA%D9%8A+%D8%A7%D9%84%D9%85%D8%A8%D8%AF%D8%B9%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee3614d35a9bd:0x2561f63047fe814d!8m2!3d24.7823016!4d46.6286053!16s%2Fg%2F11tc8m01b6!19sChIJvak1TWHjLj4RTYH-RzD2YSU?authuser=0&hl=ar&rclk=1,مدرسة شخصيتي المبدعة,4.1,(25),مدرسة,055 808 1959,العقيق,,شمال الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D9%A7%D9%A1%E2%80%AD/data=!4m7!3m6!1s0x3e2ee39c138699b9:0x69ed684e99dd2393!8m2!3d24.7905366!4d46.6287811!16s%2Fg%2F11c1q946h7!19sChIJuZmGE5zjLj4RkyPdmU5o7Wk?authuser=0&hl=ar&rclk=1,روضة ٧١,4.4,(73),رياض أطفال,055 370 1027,العقيق,,شمال الرياض
https://www.google.com/maps/place/Sa113611/data=!4m7!3m6!1s0x3e2ee3f913653f71:0x662994f4b672d07a!8m2!3d24.7846656!4d46.6286685!16s%2Fg%2F11kk2484cx!19sChIJcT9lE_njLj4RetBytvSUKWY?authuser=0&hl=ar&rclk=1,Sa113611,,,حضانة أطفال,,العقيق,,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%AF%D8%A7%D8%B1%D8%B3+%D8%A7%D9%84%D9%86%D8%AE%D9%84%D8%A9+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2ee39c668650e5:0x300e499a36988435!8m2!3d24.7916564!4d46.6283191!16s%2Fg%2F11b7k28hmk!19sChIJ5VCGZpzjLj4RNYSYNppJDjA?authuser=0&hl=ar&rclk=1,مدارس النخلة الأهلية,4.0,(81),رياض أطفال,054 690 2599,العقيق,,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D9%82%D8%A9+%D8%A7%D9%84%D8%AD%D9%8A%D8%A9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84+%D8%AD%D9%8A+%D8%A7%D9%84%D9%86%D8%B1%D8%AC%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x3e2ee552e2d5de15:0x1a0e416fb7d8ffd1!8m2!3d24.8566245!4d46.6539981!16s%2Fg%2F11x2wdsyhj!19sChIJFd7V4lLlLj4R0f_Yt29BDho?authuser=0&hl=ar&rclk=1,مركزالحديقة الحية لضيافة الاطفال حي النرجس,4.4,(7),حضانة أطفال,053 374 9816,العارض,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjq8NvV9oaMAxVfkIMHHQ2gHo0YABAHGgJlZg&co=1&gclid=Cj0KCQjwhMq-BhCFARIsAGvo0Kd8RujsqnptfDUzDTLPZphZyn1njATzZfco_wgYySozCQb6h3iE_hYaAs1_EALw_wcB&ohost=www.google.com&cid=CAESVuD2KVB85tsiUZPI_FR03Vm1zImN_diC0a5x4YpvxMUqUrtPGSHWBlRleNjekhL2Mzxr7o95qdJNuQkTb0x3X7AlnpWQZRx7HpD7ZnCQNdvhMuAYA-c6&sig=AOD64_1Z6wbul67y44uoYrR2bNx73qyFdg&adurl&q&ctype=99,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%86%D9%85%D9%88+%D8%A7%D9%84%D9%85%D8%B9%D8%B1%D9%81%D8%A9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2eef4210a09503:0xf4e23c1a0bf7849c!8m2!3d24.8832899!4d46.6033177!16s%2Fg%2F11t2t0_96f!19sChIJA5WgEELvLj4RnIT3Cxo84vQ?authuser=0&hl=ar&rclk=1,مركز نمو المعرفة لضيافة الأطفال,4.2,(84),حضانة أطفال,053 181 8983,العارض,https://www.instagram.com/numo_c22,شمال الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D9%87+%D8%A7%D9%8A%D9%85%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x3e2ee574c015034b:0xedbc846048e26b6f!8m2!3d24.8610351!4d46.6339379!16s%2Fg%2F11sv568q74!19sChIJSwMVwHTlLj4Rb2viSGCEvO0?authuser=0&hl=ar&rclk=1,حضانه ايمي,5.0,(18),حضانة أطفال,055 854 5714,العارض,,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%AD%D8%AF%D9%8A%D9%82%D8%A9+%D8%A7%D9%84%D8%AD%D9%8A%D9%87+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A7%D8%B7%D9%81%D8%A7%D9%84+%28+%D9%85%D8%B3%D8%A7%D8%B1+%D9%88%D8%B7%D9%86%D9%8A+%D9%88%D8%B9%D8%A7%D9%84%D9%85%D9%8A%29+%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%88+%D8%B1%D9%88%D8%B6%D8%A9+%D9%88+%D9%86%D8%A7%D8%AF%D9%8A+%D8%A8%D8%B9%D8%AF+%D8%A7%D9%84%D9%85%D8%AF%D8%B1%D8%B3%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2eefd34ec4ea53:0x59833a68e27e3e19!8m2!3d24.877209!4d46.6019259!16s%2Fg%2F11kpy___qt!19sChIJU-rETtPvLj4RGT5-4mg6g1k?authuser=0&hl=ar&rclk=1,مركز الحديقة الحيه لضيافة الاطفال ( مسار وطني وعالمي) حضانة و روضة و نادي بعد المدرسة,3.9,(58),حضانة أطفال,050 873 7486,العارض,https://instagram.com/living.garden.riyadh?igshid=NTc4MTIwNjQ2YQ==,شمال الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A8%D9%8A%D8%AA+%D8%A7%D9%84%D8%B7%D9%81%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2ee57f61e9f913:0x597f61f201cddb3b!8m2!3d24.8672231!4d46.6111788!16s%2Fg%2F11sd_z7q63!19sChIJE_npYX_lLj4RO9vNAfJhf1k?authuser=0&hl=ar&rclk=1,حضانة بيت الطفل,4.2,(24),حضانة أطفال,053 265 7995,العارض,,شمال الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D9%88+%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D9%85%D8%AF%D9%8A%D9%86%D8%A9+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D8%A7%D9%84%D8%A7%D9%87%D9%84%D9%8A%D8%A9+-+%D8%A7%D9%84%D8%B9%D8%A7%D8%B1%D8%B6%E2%80%AD/data=!4m7!3m6!1s0x3e2ee5aa951ab42b:0x93ccce20df0f00d6!8m2!3d24.877415!4d46.6229812!16s%2Fg%2F11vbw6qw66!19sChIJK7QalarlLj4R1gAP3yDOzJM?authuser=0&hl=ar&rclk=1,روضة و حضانة مدينة الطفل الاهلية - العارض,4.5,(68),حضانة أطفال,053 505 4569,العارض,https://t.snapchat.com/hjDQmIYu,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B9%D8%A7%D9%84%D9%85+%D8%A7%D9%84%D8%B7%D9%81%D9%84+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2efcf8118ca443:0x1c11629f707b048!8m2!3d24.8031351!4d46.7085079!16s%2Fg%2F11c5s_3ly6!19sChIJQ6SMEfj8Lj4RSLAH9ykWwQE?authuser=0&hl=ar&rclk=1,مركز عالم الطفل لضيافة الأطفال,4.2,(71),حضانة,055 364 0310,الفلاح,https://www.instagram.com/childworld1?igsh=aDF4eGd2ZW41bmd1,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%B1%D8%AD%D9%84%D8%A9+%D8%A7%D9%84%D8%B7%D9%81%D9%88%D9%84%D8%A9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2efdbf222f48fb:0x5e400678b3530d5a!8m2!3d24.7971031!4d46.7055816!16s%2Fg%2F11t73j2h05!19sChIJ-0gvIr_9Lj4RWg1Ts3gGQF4?authuser=0&hl=ar&rclk=1,مركز رحلة الطفولة لضيافة الأطفال الأهلية,4.3,(24),حضانة أطفال,054 891 4131,الفلاح,https://beacons.ai/childhoodjourney,شمال الرياض
https://www.google.com/maps/place/%D8%B1%D9%88%D8%B6%D8%A9+%D8%AF%D9%88%D8%AD%D8%A9+%D8%A7%D9%84%D9%85%D8%AC%D8%AF+%D8%A7%D9%84%D8%A3%D9%87%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2efd48f0556c97:0x5fdb50bf752fe854!8m2!3d24.789958!4d46.7042267!16s%2Fg%2F11fmvl7nc3!19sChIJl2xV8Ej9Lj4RVOgvdb9Q218?authuser=0&hl=ar&rclk=1,روضة دوحة المجد الأهلية,4.0,(87),مدرسة,055 983 3184,الفلاح,https://my-little-world-123.my.canva.site/,شمال الرياض
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%81%D8%B5%D9%84+%D8%A7%D9%84%D8%B1%D8%A8%D9%8A%D8%B9+%D9%84%D8%B6%D9%8A%D8%A7%D9%81%D8%A9+%D8%A7%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2efdc8a4f6e705:0x583eab7df2418fea!8m2!3d24.8021084!4d46.7033822!16s%2Fg%2F11tgd_hs9j!19sChIJBef2pMj9Lj4R6o9B8n2rPlg?authuser=0&hl=ar&rclk=1,مركز فصل الربيع لضيافة الأطفال,4.8,(25),حضانة أطفال,055 701 2070,الفلاح,https://sites.google.com/view/ssdaycare,شمال الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A3%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2efd580686aa1d:0xe053326c44c9daf8!8m2!3d24.795441!4d46.7044624!16s%2Fg%2F11h2389n9x!19sChIJHaqGBlj9Lj4R-NrJRGwyU-A?authuser=0&hl=ar&rclk=1,حضانة أطفال,2.5,(4),مدرسة,,الفلاح,,شمال الرياض
https://www.google.com/maps/place/%D8%AD%D8%B6%D8%A7%D9%86%D8%A9+%D8%A8%D9%8A%D8%AA%D9%8A+%D8%A7%D9%84%D8%AF%D8%A7%D9%81%D8%A6%E2%80%AD/data=!4m7!3m6!1s0x3e2efc5a08871667:0xce16eaa449aeda4a!8m2!3d24.8066098!4d46.7130605!16s%2Fg%2F11bzvcs_9r!19sChIJZxaHCFr8Lj4RStquSaTqFs4?authuser=0&hl=ar&rclk=1,حضانة بيتي الدافئ,3.3,(29),حضانة أطفال,011 455 6669,الفلاح,,شمال الرياض
