,Topic,Count,Name,Representation,KeyBERT,Representative_Docs
48,47,158,47_مدرسه_مدرسه راءعه_الكلمه_مدرسه ممتازه,"['مدرسه', 'مدرسه راءعه', 'الكلمه', 'مدرسه ممتازه', 'راءعه', 'بمعني الكلمه', 'بمعني', 'الاهليه', 'مدارس', 'ماتعنيه']","['مدرسه اكثر راءعه', 'مدرسه راءعه', 'مدرسه سيءه', 'بصراحه مدرسه', 'ماشاء الله مدرسه', 'بمعني الكلمه', 'مدرسه ممتازه', 'مدرسه صغيره', 'الي المعلمات', 'الاهليه']","['مدرسه راءعه بمعلماتها', 'مدرسه راءعه ماتحمله الكلمه معني', 'وكانها مدرسه']"
49,48,155,48_للاداره_خاص_للمعلمات_وشكر,"['للاداره', 'خاص', 'للمعلمات', 'وشكر', 'وشكر خاص', 'للمديره', 'وشكرا', 'شكر', 'شكر خاص', 'للمدرسه']","['الشكر للمعلمات', 'الشكر للاداره', 'وشكر خاص', 'شكرا للقاءمين', 'اشكر المعلمات', 'للمعلمات', 'والشكر', 'للقاءمين', 'وشكرا', 'للمعلمه']","['شكر خاص للمعلمات السابقات', 'وشكر خاص للمديره هالتعامل اللبق', 'وشكر خاص للاداره']"
50,49,152,49_الانشطه_والانشطه_وانشطه_انشطه,"['الانشطه', 'والانشطه', 'وانشطه', 'انشطه', 'المتنوعه', 'حركيه', 'اسبوع', 'مفيده', 'جميله', 'والعاب']","['الانشطه', 'انشطه', 'وانشطه', 'المستمره', 'الاعمار', 'المفيده', 'المختلفه', 'المقدمه', 'السنه', 'القران']","['الانشطه', 'الانشطه', 'التفصيل الانشطه']"
51,50,152,50_والرقي_والحروف_ومتجدده_وخلوقات,"['والرقي', 'والحروف', 'ومتجدده', 'وخلوقات', 'وجواهر', 'ومرتاح', 'ومبدعين', 'والحين', 'الكبير', 'وللحين']","['والرقي', 'والحروف', 'وجواهر', 'وخلوقات', 'والحين', 'ومرتاح', 'الحربي', 'ومبدعين', 'ومتجدده', 'اسبوع']","['والرقي', 'والرقي', 'والرقي']"
52,51,151,51_جميله_الروضه_الحضانه_ماشاء,"['جميله', 'الروضه', 'الحضانه', 'ماشاء', 'ماشاء الله', 'حضانه', 'حضانه جميله', 'صغيره', 'حضانه ممتازه', 'مرتبه']","['روضه جميله', 'الروضه', 'الاطفال الروضه', 'روضه ممتازه', 'الروضه رقم', 'الصراحه', 'بصراحه', 'بصراحه حضانه', 'التربيه', 'المكان جميل']","['الروضه جميله', 'الروضه جميله', 'الروضه جميله']"
53,52,150,52_ومهتمين_مهتمين_يهتمون_بالطفل,"['ومهتمين', 'مهتمين', 'يهتمون', 'بالطفل', 'ويهتمون', 'بالنظافه', 'بالطلاب', 'بنظافه', 'تهتم بالطفل', 'بالاطفال']","['تهتم بالطفل', 'ومهتمين', 'مهتمين', 'بالطفل النواحي', 'يهتمون', 'للطفل', 'والعاملين', 'والطفل', 'بالطفل', 'يحتاجون']","['ومهتمين بالطفل', 'ومهتمين بالطفل', 'ومهتمين بالطفل']"
54,53,149,53_جهودهم_جهودكم_اشكرهم_جهودها,"['جهودهم', 'جهودكم', 'اشكرهم', 'جهودها', 'شاكره', 'واشكرهم', 'الجباره', 'جهدهم', 'جهود', 'مشكورين']","['جهودهم', 'تعاونهم', 'تعاملهم', 'تعليمهم', 'اهتمامهم', 'جهودها', 'واشكرهم', 'وجهودهم', 'جهدهم', 'جهودكم']","['ونشكر جهودهم', 'ونشكر جهودهم', 'ورابع جهودهم']"
55,54,143,54_ام_عبدالله_فيصل_ام خالد,"['ام', 'عبدالله', 'فيصل', 'ام خالد', 'احمد', 'خالد', 'ام عمر', 'محمد', 'نجد', 'ريما']","['ام عمر', 'امين', 'ام سعود', 'امل', 'ام', 'ام خالد', 'نايف', 'هديل', 'ديم', 'امينه']","['ام ياسر', 'ام مسك', 'ام ريف']"
56,55,143,55_عمرها_سنوات_رقم سنوات_عمره,"['عمرها', 'سنوات', 'رقم سنوات', 'عمره', 'رقم', 'سنتين', 'عمره رقم', 'رقم شهور', 'شهور', 'عمر']","['دخلت بنتي', 'بنتي الثانيه', 'بنتي رقم', 'كانت بنتي', 'عمره رقم', 'سجلت بنتي', 'حتي رقم', 'عمرها سنتين', 'بعمر رقم', 'بنتي']","['بنتي عمرها رقم سنوات', 'بنتي عمرها رقم سنوات', 'بنتي عمرها رقم سنوات']"
57,56,142,56_متنوعه_انشطه متنوعه_وبرامج_انشطه,"['متنوعه', 'انشطه متنوعه', 'وبرامج', 'انشطه', 'انشطتهم', 'وانشطه', 'الانشطه', 'مختلفه', 'ونشاطات', 'الالعاب']","['متنوعه', 'انشطه متنوعه', 'وانشطتهم', 'ومواقف', 'متطوره', 'ومهتمه', 'تنوع', 'والنشاطات', 'ونشاطات', 'وانشطه']","['وانشطتها متنوعه', 'وانشطته متنوعه', 'ونشاطاتهم متنوعه']"
58,57,142,57_المبني_والمبني_مبني_قديم,"['المبني', 'والمبني', 'مبني', 'قديم', 'المبني قديم', 'جديد', 'الجديد', 'صغير', 'نظيف', 'سيء']","['المبني', 'مبني', 'المبني قديم', 'والمبني', 'المدرسه', 'الداخل', 'المالك', 'الجديد', 'المكان', 'زي']","['المبني شيين', 'المبني كيءب', 'المبني']"
59,58,141,58_وبركاته_ومتفهمه_والعاملين_الحروف,"['وبركاته', 'ومتفهمه', 'والعاملين', 'الحروف', 'بالعربي', 'السنتين', 'ذوق', 'استثناء', 'العربيه', '']","['وبركاته', 'العربيه', 'ومتفهمه', 'بالعربي', 'الحروف', 'والعاملين', 'ذوق', 'السنتين', 'استثناء', '']","['وبركاته', 'وبركاته', 'وبركاته']"
60,59,140,59_والكل_وصارت_يجلس_القران,"['والكل', 'وصارت', 'يجلس', 'القران', 'فروع', 'البيت', 'يحب', 'وشفت', 'كثير', 'يقدمونه']","['والكل', 'والرقي', 'ربي يسعدهم', 'تتكلم', 'والراحه', 'وصارت', 'يكمل', 'والخروج', 'وانصح', 'ويحب']","['وصارت متقبله الحضانه', 'والكل لاحظ الشي', 'والكل مجتهد']"
61,60,139,60_ونظافه_نظافه_صفر_وخاصه,"['ونظافه', 'نظافه', 'صفر', 'وخاصه', 'وقله', 'محظوظه', 'الحقيقه', 'ومرتاح', 'اكل', 'انصحكم']","['ونظافه', 'نظافه', 'محظوظه', 'وقله', 'وخاصه', 'ومرتاح', 'الحقيقه', 'احط', 'اكل', 'انصحكم']","['ونظافه', 'ونظافه', 'ونظافه']"
62,61,137,61_راءعه مدرسه_مدرسه راءعه_مدرسه_راءعه,"['راءعه مدرسه', 'مدرسه راءعه', 'مدرسه', 'راءعه', 'اداره راءعه', 'اداره', 'اداره مدرسه', 'رااءعه', 'المدارس', 'ماشاءالله']","['مدرسه راءعه', 'راءعه مدرسه', 'اداره راءعه', 'راءعه', 'رااءعه', 'راءعه شكرا', 'راءعه جداا', 'راءع', 'اداره مدرسه', 'الله مدرسه']","['مدرسه راءعه', 'وثاني مدرسه راءعه', 'مدرسه راءعه']"
63,62,130,62_بيءه_صراحه_وبيءه_سيءه,"['بيءه', 'صراحه', 'وبيءه', 'سيءه', 'نظيفه', 'صحيه', 'بيءه امنه', 'امنه', 'روضه', 'اشياء كثيره']","['بيءه', 'بيءه امنه', 'مهيءه', 'سيءه', 'سيءه للغايه', 'وبيءه', 'والبيءه', 'البيءه', 'الروضه', 'بصراحه']","['بيءه نشطه', 'صراحه بيءه نظيفه', 'بيءه سيءه']"
64,63,129,63_المكان جميل_المكان_المكان مرتب_مرتب,"['المكان جميل', 'المكان', 'المكان مرتب', 'مرتب', 'ومكان', 'مريح', 'جميل', 'مناسب', 'صغير', 'المناسب']","['المكان جميل', 'المكان مرتب', 'المكان', 'مره جميل', 'ومكان', 'الامر', 'جميل', 'المناسب', 'الحفل', 'جددا']","['المكان جميل', 'المكان جميل', 'المكان جميل']"
65,64,129,64_ولطيفه_الامور_الاشياء_شكرا جزيلا,"['ولطيفه', 'الامور', 'الاشياء', 'شكرا جزيلا', 'جزيلا', 'واشياء', 'عهد', 'صغارنا', 'الطلاب', 'المعامله']","['ولطيفه', 'المستمر', 'الامور', 'كثير', 'شكرا', 'المعامله', 'عهد', 'شكرا جزيلا', 'صغارنا', 'واشياء']","['ولطيفه', 'ولطيفه', 'ولطيفه']"
66,65,127,65_والمديره_والمدرسه_والمشرفه_والتمهيدي,"['والمديره', 'والمدرسه', 'والمشرفه', 'والتمهيدي', 'نظيفه', 'متعوب', 'مجتهده', 'مجهزه', 'اتعب', 'العلميه']","['والمديره', 'والمشرفه', 'والمدرسه', 'والتمهيدي', 'والتعامل', 'العلميه', 'جديده', 'مجتهده', 'نظيفه', 'صغيره']","['والمديره تمارا', 'والمديره', 'والمديره']"
67,66,121,66_القاءمين_شكرا_اشكر القاءمين_قاده المنار,"['القاءمين', 'شكرا', 'اشكر القاءمين', 'قاده المنار', 'قاده', 'المنار', 'غايه', 'اشكر', 'شكرا شكرا', 'المعلمات']","['اشكر القاءمين', 'شكرا القاءمين', 'الحضانه شكرا', 'قاده المنار', 'الاطفال شكرا', 'الي الامام', 'الخدمه', 'القاءمين', 'الروضه', 'الصرح']","['اشكر القاءمين الحضانه', 'اشكر القاءمين الحضانه', 'شكرا قاده المنار']"
68,67,120,67_مدرسه_المدرسه_سنوات_العام,"['مدرسه', 'المدرسه', 'سنوات', 'العام', 'ابتداءي', 'ابنتي', 'رقم سنه', 'درست', 'رقم', 'الدراسيه']","['مدرسه ممتازه', 'السنه الدراسيه', 'مدرسه سيءه', 'الدراسيه', 'المدرسه', 'افضل مدرسه', 'دخلت بنتي', 'الاهليه', 'تعنيه الكلمه', 'الدراسه']","['افضل مدرسه شفتها ماشالله الله بنتي تقريبا ثاني الدراسه العام', 'درست المدرسه رقم سنوات', 'مدرسه ممتازه دخلت بنتي رقم سنه اول مافتحت مدرسه متعوب عالميه نظافه']"
69,68,118,68_الانجليزيه_اللغه_العربيه_اللغه الانجليزيه,"['الانجليزيه', 'اللغه', 'العربيه', 'اللغه الانجليزيه', 'اللغه العربيه', 'باللغه', 'والارقام', 'عربيه', 'تعليم', 'والحروف']","['اللغه الانجليزيه', 'اللغه العربيه', 'الانجليزيه', 'اللغويه', 'الانجليزي', 'اللغه', 'الدراسيه', 'اللغوي', 'المعلمات', 'الكلمات']","['اللغه الانجليزيه', 'اللغه الانجليزيه', 'اعلم ان تدريس اللغه العربيه لشخص يتحدث الانجليزيه يمثل تحدي كبير']"
70,69,118,69_التواصل_التسجيل_داءم_انصح,"['التواصل', 'التسجيل', 'داءم', 'انصح', 'تواصل', 'بالتسجيل', 'سهل', 'طريقه', 'الاهل', 'الحين']","['داءم', 'الاهم', 'التواصل', 'الامر', 'داءما', 'الدخول', 'الكلام', 'الام', 'الاهل', 'انصح الحضانه']","['تواصل داءم', 'تواصل داءم الاهل', 'تواصل داءم الاهل']"
71,70,117,70_خير_الله خير_الله_اسال الله,"['خير', 'الله خير', 'الله', 'اسال الله', 'اسال', 'والله', 'تهاني', 'ان', 'تعليمهم', 'وحرصهم']","['المعلمه', 'الله خير', 'ويوفقكم', 'الاداره', 'اسال الله', 'وحرصهم', 'والعرفان', 'المدرسه', 'المبتكره', 'واستاذه تهاني']","['فجزاكم الله عنا خير الجزاء', 'وجزاكم الله عنا خير الجزاء', 'والكثير الله يجزاهم خير الجزاء']"
72,71,116,71_متعاونه_مبدعين_متعاونات_محترمين,"['متعاونه', 'مبدعين', 'متعاونات', 'محترمين', 'مناسبه', 'محترمه', 'محروسه', 'واسعار', 'محترمات', 'مجتهدين']","['متعاونه', 'متعاون', 'متعاونات', 'متطوره', 'محترمه', 'محتاجه', 'محروسه', 'متفهمين', 'مشكوره', 'معلمه']","['متعاونه', 'متعاونه', 'متعاونه']"
73,72,115,72_كثيره_اشياء_كثير_وفعلا,"['كثيره', 'اشياء', 'كثير', 'وفعلا', 'اشياء كثيره', 'وتقول', 'فعلا', 'تعلم', 'تتكلم', 'والانشطه']","['اشياء كثيره', 'كثيره', 'تعنيه الكلمه', 'يتكلم', 'والكل', 'كفاءه', 'تتكلم', 'والمعلمه', 'الادعيه', 'وحرصهم']","['وتتعلم اشياء كثيره', 'وعارف اشياء كثيره يدخله', 'وتعلم اشياء كثيره']"
74,73,115,73_متعاونين_وطاقم_متعاون_وجدا,"['متعاونين', 'وطاقم', 'متعاون', 'وجدا', 'الطاقم', 'الاداره', 'لابعد', 'مره مره', 'متعاونه', 'لابعد حد']","['متعاونين', 'ومتعاونين', 'متعاونه', 'مشكورين', 'مهتمين', 'ومتعاونه', 'متعاون', 'متفهمين', 'متعاونات', 'وتعاون']","['ومرا متعاونين', 'ويرضي متعاونين', 'وطاقمها متعاونين']"
75,74,115,74_التفاصيل_بادق_بادق التفاصيل_ومهتمين,"['التفاصيل', 'بادق', 'بادق التفاصيل', 'ومهتمين', 'ادق', 'ادق التفاصيل', 'مهتمين', 'مهتمين بادق التفاصيل', 'مهتمين بادق', 'المعلومه']","['مهتمين بادق التفاصيل', 'بادق التفاصيل', 'ادق التفاصيل', 'التفاصيل', 'بتفاصيل', 'بالتفاصيل', 'مهتمين بادق', 'والمديره', 'المعلومه', 'ومهتمين']","['والعنايه بادق التفاصيل', 'بادق التفاصيل', 'وبتهتم بادق التفاصيل']"
76,75,114,75_الترفيه_المعلمه_اللعب_الاخلاق,"['الترفيه', 'المعلمه', 'اللعب', 'الاخلاق', 'التجربه', 'ساحه', 'مغلقه', 'الترحيب', 'المعرفه', 'المرافق']","['الترفيه', 'التربيه', 'الترحيب', 'التجربه', 'المعلمه', 'المعرفه', 'الاخلاق', 'الاخلاص', 'الاطلاق', 'الاعمار']","['الترفيه', 'انواع الترفيه', 'الترفيه']"
77,76,113,76_للمركز_بالمركز_والمركز_هالمركز,"['للمركز', 'بالمركز', 'والمركز', 'هالمركز', 'تقييمي', 'نظيف', 'الطفل البطل', 'انصح', 'صور', 'البطل']","['للمركز', 'والمركز', 'ومهتمه', 'بالمركز', 'يستحق', 'المميز', 'التجربه', 'ومستوي', 'والفضل', 'الطفل البطل']","['وثانيا تسويق للمركز', 'والمحبه للمركز', 'وحماسه للذهاب للمركز']"
78,77,112,77_طفلي_مريحه_للطفل_طفل,"['طفلي', 'مريحه', 'للطفل', 'طفل', 'مرتاح', 'مبسوط', 'احط طفلي', 'انزل', 'تخرج', 'حبها']","['احط طفلي', 'حطيت طفلي', 'وطفلي', 'طفلي', 'لطفلي', 'مو طبيعي', 'تعاملي', 'للطفل', 'صغيري', 'طبيعي']","['وانبسط طفلي', 'وتعلق طفلي', 'وحيات طفلي']"
79,78,111,78_وصبرها_اكلمهم_طوال اليوم_وجبه,"['وصبرها', 'اكلمهم', 'طوال اليوم', 'وجبه', 'ولطافه', 'معانا', 'العالي', 'طوال', 'راحه', 'جددا']","['وصبرها', 'وجبه', 'ولطافه', 'جددا', 'روعه', 'راحه', 'اكلمهم', 'طوال اليوم', 'مرره', 'احط']","['وصبرها', 'وصبرها', 'وصبرها']"
80,79,111,79_اهتمامكم_اهتمامك_عطاءها_وتنوع,"['اهتمامكم', 'اهتمامك', 'عطاءها', 'وتنوع', 'العطاء', 'ردكم', 'مالهم', 'تعاونكم', 'ويكفي', 'كبير']","['اهتمامكم', 'اهتمامك', 'عيالكم', 'تعاونكم', 'اكمل', 'تعاملكم', 'عطاءها', 'العطاء', 'مالهم', 'ردكم']","['اشكر اهتمامكم', 'اهتمامكم', 'اهتمامكم']"
81,80,111,80_ومعلمات_ولطيفات_ثانيا_تواصل,"['ومعلمات', 'ولطيفات', 'ثانيا', 'تواصل', 'مره', '', '', '', '', '']","['ومعلمات', 'مره', 'ولطيفات', 'تواصل', 'ثانيا', '', '', '', '', '']","['ومعلمات', 'ومعلمات', 'ومعلمات']"
82,81,111,81_ومتعاونات_ويوفقها_ويوفقكم_وموظفات,"['ومتعاونات', 'ويوفقها', 'ويوفقكم', 'وموظفات', 'ومواقف', 'المركز', '', '', '', '']","['ومتعاونات', 'ومواقف', 'وموظفات', 'ويوفقكم', 'ويوفقها', 'المركز', '', '', '', '']","['ومتعاونات', 'ومتعاونات', 'ومتعاونات']"
83,82,111,82_وحريصين_وحرص_وحريصات_وحريصه,"['وحريصين', 'وحرص', 'وحريصات', 'وحريصه', 'الاطفال', 'سلس', 'وكتابه', 'عالاطفال', 'الحروف', 'مواعيد']","['وحريصين', 'وحريصات', 'كبير الاطفال', 'رعايه الاطفال', 'حريصين', 'الاطفال', 'وحريصه', 'عالاطفال', 'تعليم الاطفال', 'وحتي']","['وحريصين الاطفال', 'وحريصين الاطفال', 'وحريصين الاطفال']"
84,83,110,83_بالاطفال_والاهتمام بالاطفال_والاهتمام_اهتمام,"['بالاطفال', 'والاهتمام بالاطفال', 'والاهتمام', 'اهتمام', 'الاهتمام بالاطفال', 'اهتمامهم بالاطفال', 'واهتمام', 'اهتمامهم', 'واهتمامها', 'الاهتمام']","['والاهتمام بالاطفال', 'الاهتمام بالاطفال', 'اهتمامهم بالاطفال', 'اهتمام بالطفل', 'والاهتمام', 'بالاطفال', 'للاطفال تعليم', 'والاطفال', 'الاهتمام', 'ناحيه الاهتمام']","['والاهتمام بالاطفال', 'واهتمامه بالاطفال', 'واسعادهاواهتمامها بالاطفال']"
85,84,109,84_والاهل_للامانه_والا_السلامه,"['والاهل', 'للامانه', 'والا', 'السلامه', 'والان', 'وبشده', 'صبورات', 'والاداريه', 'مقفل', 'مهم']","['والاهل', 'والان', 'والا', 'السلامه', 'والاداره', 'للامانه', 'نوره', 'طيبه', 'اسجل', 'شكرا']","['والاهل', 'والاهل', 'والاهل']"
86,85,109,85_والاهتمام_روضه ممتازه_روضه_ممتازه,"['والاهتمام', 'روضه ممتازه', 'روضه', 'ممتازه', 'رهيبه', 'الكبير', 'حرص', 'ممتاز', '', '']","['والاهتمام', 'ممتاز', 'ممتازه', 'حرص', 'الكبير', 'روضه ممتازه', 'روضه', 'رهيبه', '', '']","['والاهتمام', 'والاهتمام', 'والاهتمام']"
87,86,109,86_الله___,"['الله', '', '', '', '', '', '', '', '', '']","['الله', '', '', '', '', '', '', '', '', '']","['ورحمه الله', 'ورحمه الله', 'ورحمه الله']"
88,87,109,87_حاطين_وبنتي_طفلتي_كتير,"['حاطين', 'وبنتي', 'طفلتي', 'كتير', 'بنتي', 'حبت', 'لاني', 'خير', 'كنت', 'جيت']","['حاطين', 'معلمه بنتي', 'حريصين', 'طفلتي', 'بنتي مره', 'شكوي', 'المميز', 'طفلي', 'الخيال', 'طفلين']","['ليش حاطين الرقم', 'حاطين رقم', 'حاطين ارقام للمدارس']"
89,88,108,88_استاذه_اشكر استاذه_اشكر_العتيبي,"['استاذه', 'اشكر استاذه', 'اشكر', 'العتيبي', 'واشكر استاذه', 'تغريد', 'اشكر الاستاذه', 'تعاونها', 'هاجر', 'احب اشكر']","['بنتي استاذه', 'استاذه العنود', 'استاذه ندي', 'بالشكر استاذه', 'استاذه هدي', 'استاذه امل', 'اخص بالشكر استاذه', 'اشكر الاستاذه', 'استاذه اصايل', 'استاذه هيفاء']","['احب اشكر استاذه هاجر العتيبي تعاملها الراقي', 'جزيتي خيرا استاذه خديجه الحسين', 'الرضيع استاذه خديجه']"
90,89,107,89_مركز راءع_راءع_مركز_رااءع,"['مركز راءع', 'راءع', 'مركز', 'رااءع', 'راءع جد', 'بقوه', 'جددا', 'درس', 'كامل', 'للامانه']","['مركز راءع', 'راءع', 'رااءع', 'راءع جد', 'مركز', 'راءعه', 'جد', 'بقوه', 'كامل', 'للامانه']","['مركز راءع', 'مركز راءع', 'مركز راءع']"
91,90,107,90_وتعاملهم_وتعاملها_تعليمهم_تعاملهم,"['وتعاملهم', 'وتعاملها', 'تعليمهم', 'تعاملهم', 'تعاونهم', 'والاهم', 'وجوده', 'تعليمه', 'تعاونها', 'تعاون']","['وتعاملهم', 'تعاملهم', 'تعاونهم', 'وتعاملها', 'تعليمهم', 'تواصلهم', 'تعاملها', 'تعاونها', 'تعليمه', 'تعامل']","['وتعاملهم', 'وتعاملهم', 'وتعاملهم']"
92,91,107,91_الثاني_الثانيه_بيتي الثاني_بيتي,"['الثاني', 'الثانيه', 'بيتي الثاني', 'بيتي', 'بيته الثاني', 'حضانه بيتي', 'حضانه بيتي الثاني', 'بيته', 'بيت', 'السنه']","['البيت الثاني', 'الثانيه', 'بيته الثاني', 'الترم الثاني', 'الثاني', 'بنتي الثانيه', 'بيتي الثاني', 'اليوم الثاني', 'حضانه بيتي الثاني', 'ثالث']","['الثاني', 'والعيب الثاني', 'وكانها بيتها الثاني']"
93,92,106,92_شكرا_اهتمامكم_تعاملكم_ابناءنا,"['شكرا', 'اهتمامكم', 'تعاملكم', 'ابناءنا', 'اشكركم', 'لطاقم', 'حسن', 'تعاونكم', 'وشكر', 'وشكرا']","['لجهودهم', 'بصراحه', 'وجهودهم', 'تعاونكم', 'شكرا القلب', 'العطاء', 'اهتمامكم', 'وعطاء', 'وشكرا', 'شكرا حسن']","['شكرا لجهودكم', 'شكرا لعطاءكم', 'شكرا لجهودكن']"
94,93,106,93_مركز جميل_جميل_مركز_جمميل,"['مركز جميل', 'جميل', 'مركز', 'جمميل', 'قممه', 'جميله', '', '', '', '']","['مركز جميل', 'جميل', 'جمميل', 'جميله', 'مركز', 'قممه', '', '', '', '']","['مركز جميل', 'مركز جميل', 'مركز جميل']"
95,94,105,94_مركز_مركز مميز_مميز_افضل مركز,"['مركز', 'مركز مميز', 'مميز', 'افضل مركز', 'مركز جميل', 'سماء', 'جميل', 'نظيف', 'مرتب', 'افضل']","['مركز مميز', 'مركز سماءي', 'مركز جميل', 'مركز', 'اجمل مركز', 'مريح', 'افضل مركز', 'متمكن', 'بجد', 'وارقي']","['مركز نضيف', 'مركز خايس', 'مركز نضيف']"
96,95,105,95_الاداره_اشكر الاداره_سيءه_لابعد,"['الاداره', 'اشكر الاداره', 'سيءه', 'لابعد', 'واداره', 'واشكر', 'لابعد حد', 'اشكر', 'حد', 'لطيفه']","['اشكر الاداره', 'الاداره', 'الجباره', 'واداره', 'المسءوليه', 'حضانه سيءه', 'الراءعه', 'تشكر', 'شكر', 'سيءه']","['اشكر الاداره', 'اشكر الاداره', 'اشكر الاداره']"
97,96,104,96_وسرعه_والتواصل_الاجتماعي_التواصل,"['وسرعه', 'والتواصل', 'الاجتماعي', 'التواصل', 'وتعقيم', 'وتواصل', 'تركيز', 'سلس', 'وتتواصل', 'تواصلت']","['التواصل', 'وسرعه', 'والتواصل', 'وتتواصل', 'وتواصل', 'وتغيير', 'وطاقم', 'تواصل', 'المكان', 'والمهارات']","['وسرعه التواصل', 'وسرعه التواصل', 'وسرعه التواصل']"
98,97,102,97_حريصين_حريصين الاطفال_الترم_الاطفال,"['حريصين', 'حريصين الاطفال', 'الترم', 'الاطفال', 'عالاطفال', 'حنونين', 'الاطفال الاطفال', 'الاكل', 'سمحتو', 'حنونه']","['حريصين الاطفال', 'حريصين', 'الشمري', 'عالاطفال', 'الاطفال امانه', 'وحريصين', 'الاطفال', 'حنونين', 'الاطفال ماشاء', 'الاطفال ماشاء الله']","['حريصين الاطفال', 'حريصين الاطفال', 'حريصين الاطفال']"
99,98,100,98_اطفاله_تقول_اذا_شيء,"['اطفاله', 'تقول', 'اذا', 'شيء', 'لانها', 'اقسم', 'يوم', 'بنتهم', 'اني توفقت', 'يكفي']","['يشهد ربي', 'بنتي دخلت', 'اني توفقت', 'ان بنتي', 'اقسم بالله', 'بصراحه مدرسه', 'سيءه', 'كانت بنتي', 'المعلمه', 'اختي']","['وطبعا احاول اعرف ليه ماعرفت ماتبي تدخل اقسم بالله انسي بنتي دخلت', 'والقلم تخيلوا حتي تجارب مافيه اقسم بالله اني تحسسفت مره لاني دفعت كامل', 'ومايخلونكم تدخلون تشوفون انتبهوا اقسم بربي يشهد ربي ان كلمه كتبتها صحيحه طبعا سحبت عيالي']"
